date,ov1,ov2,ov3,ov4,ov5,ov6,ov7,ov8,ov9,sv1,sv2,sv3,sv4,sv5,sv6
0,0.638906665,0.406714328,0.278711327,0.396333333,0.598513685,0.657835272,0.531975207,0.822140011,0.799796156,-14.3472,-14.3736,94.2,431,84.388,416.469
0,0.681758506,0.391032188,0.270915128,0.429666667,0.634402755,0.670238694,0.532102135,0.822140011,0.799796156,-14.4724,-14.4498,94,430.2,84.432,416.5644
0,0.710064258,0.38622212,0.270230857,0.467333333,0.635490303,0.661318493,0.531975207,0.829396699,0.806930693,-14.5934,-14.5524,93.8,428.4,84.46,416.4482
0,0.701415167,0.38622212,0.270915128,0.496666667,0.636215334,0.652161471,0.531594424,0.836653386,0.81406523,-14.6528,-14.6316,94.2,427,84.464,415.9026
0,0.686737872,0.387803512,0.271195567,0.488333333,0.634221497,0.644326693,0.532102135,0.843910074,0.821199767,-14.6616,-14.652,95.6,426.4,84.48,415.3788
0,0.671078549,0.388594208,0.272025666,0.464666667,0.633677723,0.635653178,0.531975207,0.851166762,0.828334304,-14.6432,-14.6784,97.2,426.4,84.512,415.0064
0,0.657777703,0.388989556,0.271879838,0.433333333,0.633496465,0.623368166,0.532102135,0.858423449,0.835468841,-14.6274,-14.7146,98.6,425.8,84.568,414.5792
0,0.656270853,0.389780252,0.271879838,0.401,0.632590176,0.612040299,0.531975207,0.858423449,0.835468841,-14.6168,-14.7352,99.6,423.8,84.652,414.4008
0,0.651750304,0.388165914,0.270376685,0.376,0.638934203,0.621799236,0.531975207,0.858423449,0.835468841,-14.616,-14.7626,100.4,420.2,84.76,414.4914
0,0.653519564,0.386584522,0.269411976,0.379666667,0.650353453,0.631084535,0.53082228,0.858423449,0.835468841,-14.6218,-14.7568,101.2,418,84.868,414.725
0,0.665641172,0.385793826,0.268862316,0.390333333,0.660141381,0.637587204,0.530949208,0.858423449,0.835468841,-14.649,-14.7704,103,419.4,84.964,414.8748
0,0.681235295,0.384607782,0.268458484,0.4,0.670654341,0.645777212,0.530695352,0.858423449,0.835468841,-14.6656,-14.781,105,422,85.072,415.7686
0,0.689753181,0.382993444,0.267089942,0.407666667,0.682073591,0.657470176,0.53043092,0.858423449,0.835468841,-14.6684,-14.774,107,425,85.116,416.7216
0,0.708492209,0.382993444,0.266259843,0.420666667,0.68297988,0.656986669,0.530557847,0.858423449,0.835468841,-14.6742,-14.7652,108.4,427.4,85.108,417.8282
0,0.720941427,0.382169802,0.266944114,0.444666667,0.682073591,0.657105079,0.531329991,0.858423449,0.835468841,-14.6674,-14.7964,108.6,427.2,85.064,418.9458
0,0.728738086,0.382169802,0.266944114,0.466333333,0.681167301,0.660598167,0.53093863,0.858423449,0.835468841,-14.6586,-14.8062,106.8,425.2,85.004,420.123
0,0.732734618,0.382169802,0.265575573,0.470333333,0.682254849,0.663736025,0.53093863,0.858423449,0.835468841,-14.647,-14.8014,104.4,424,84.892,420.748
0,0.731096563,0.380983758,0.265440962,0.448333333,0.680804785,0.662285506,0.530293415,0.858423449,0.835468841,-14.6314,-14.8142,101.4,423.4,84.804,421.4948
0,0.74459462,0.380983758,0.266125233,0.417666667,0.680623527,0.662650602,0.530293415,0.858423449,0.835468841,-14.5982,-14.8112,98,424.6,84.728,422.2278
0,0.750819229,0.382993444,0.265990622,0.375666667,0.682254849,0.662769012,0.530293415,0.858423449,0.835468841,-14.5856,-14.7742,94.8,427.6,84.656,422.7978
0,0.740270476,0.382169802,0.265990622,0.331333333,0.683161138,0.662897289,0.530293415,0.858423449,0.835468841,-14.5778,-14.747,92.2,431,84.58,423.2538
0,0.730376946,0.381741508,0.265844794,0.304666667,0.681167301,0.663252519,0.530028982,0.858423449,0.835468841,-14.572,-14.7352,90.2,433.6,84.5,423.7098
0,0.728018469,0.376107798,0.260090189,0.302,0.681711075,0.664337941,0.530801125,0.858423449,0.835468841,-14.5886,-14.7088,89,434.2,84.428,423.983
0,0.721138637,0.369255098,0.253382092,0.298333333,0.681529817,0.654579004,0.53054727,0.858423449,0.835468841,-14.613,-14.6688,89,434.6,84.336,422.807
0,0.709475847,0.357196982,0.24078478,0.292666667,0.682798622,0.638800904,0.531192486,0.858423449,0.835468841,-14.6256,-14.653,89.6,435.8,84.268,421.2354
0,0.69440574,0.349553586,0.226673098,0.29,0.682436107,0.622657707,0.531710774,0.858423449,0.835468841,-14.6414,-14.6178,90,435.8,84.184,421.0764
0,0.682939355,0.334266794,0.213256904,0.297333333,0.681348559,0.602182687,0.532229062,0.858423449,0.835468841,-14.6598,-14.574,89.8,434.8,84.128,420.5196
0,0.668130854,0.328237736,0.205169049,0.311333333,0.681348559,0.582783221,0.53274735,0.858423449,0.835468841,-14.6676,-14.5456,89,433.8,84.096,420.0074
0,0.645983706,0.325437354,0.199964104,0.328,0.681167301,0.571692174,0.533646422,0.858423449,0.835468841,-14.6754,-14.567,88,432,84.112,420.7604
0,0.637334615,0.328237736,0.201198035,0.348,0.670291825,0.55530229,0.532609845,0.858423449,0.835468841,-14.6822,-14.5622,86.8,427.8,84.136,421.7568
0,0.650701466,0.329852074,0.203531286,0.372666667,0.661410187,0.542287084,0.53235599,0.858423449,0.835468841,-14.6762,-14.5846,86,422.8,84.2,421.0834
0,0.655812037,0.33749547,0.2075023,0.395,0.653434838,0.532883376,0.53235599,0.858423449,0.835468841,-14.6518,-14.6196,85.6,421.4,84.276,420.7076
0,0.657843708,0.343919876,0.212438023,0.416666667,0.64364691,0.5226508,0.531710774,0.858423449,0.835468841,-14.5982,-14.6362,85.6,423.2,84.344,420.3434
0,0.669179693,0.351167924,0.217373746,0.441333333,0.634765271,0.513493779,0.53093863,0.858423449,0.835468841,-14.568,-14.646,85.6,425,84.4,420.0456
0,0.67802519,0.357196982,0.220929711,0.455666667,0.634765271,0.514816021,0.531203063,0.858423449,0.835468841,-14.5456,-14.6744,85.8,427.8,84.444,419.91
0,0.665248361,0.359602016,0.223666794,0.464333333,0.635127787,0.51180644,0.531329991,0.858423449,0.835468841,-14.5516,-14.6998,86.2,429.8,84.508,419.3352
0,0.662168656,0.362435344,0.225450385,0.470666667,0.635490303,0.506507603,0.531203063,0.858423449,0.835468841,-14.5712,-14.739,87.4,425.8,84.548,418.4988
0,0.664134322,0.364840378,0.226000045,0.472666667,0.635671561,0.501682405,0.531467496,0.858423449,0.835468841,-14.6082,-14.781,89.2,415.4,84.58,417.5912
0,0.652929543,0.364016736,0.225169946,0.473,0.637121624,0.497587401,0.531467496,0.858423449,0.835468841,-14.6228,-14.7966,90.8,403.6,84.616,416.495
0,0.645000873,0.361216354,0.224351065,0.481,0.635852819,0.493492397,0.531203063,0.858423449,0.835468841,-14.6326,-14.8238,91,397.8,84.664,415.2656
0,0.652273516,0.362435344,0.225169946,0.492,0.627333696,0.479875275,0.530684775,0.858423449,0.835468841,-14.6296,-14.8258,90.6,398.6,84.68,414.8108
0,0.654173982,0.366454716,0.227907029,0.501333333,0.617908283,0.470363025,0.530557847,0.858423449,0.835468841,-14.6266,-14.8072,89.4,404,84.684,414.9576
0,0.651421888,0.372483774,0.231462993,0.501,0.609570419,0.459765351,0.530557847,0.858423449,0.835468841,-14.6334,-14.7828,87,412.4,84.68,415.2114
0,0.661971446,0.379336474,0.235445225,0.497333333,0.600870038,0.447835568,0.530039559,0.858423449,0.835468841,-14.6304,-14.7564,84.6,421.6,84.64,415.731
0,0.661971446,0.387375218,0.239416239,0.499666667,0.59017582,0.437711534,0.530303992,0.858423449,0.835468841,-14.6206,-14.7174,84,425.8,84.56,416.3694
0,0.670161721,0.389384904,0.239965899,0.506333333,0.59017582,0.437464847,0.531340568,0.858423449,0.835468841,-14.5874,-14.6694,84,425.2,84.464,416.7768
0,0.677500368,0.388561262,0.250645009,0.512,0.589269531,0.438185173,0.53082228,0.858423449,0.835468841,-14.561,-14.5972,84.4,423.6,84.38,416.6124
0,0.687917915,0.387770566,0.262569268,0.522,0.589088273,0.441194754,0.53082228,0.858423449,0.835468841,-14.5484,-14.5552,85.2,421.8,84.312,416.156
0,0.689097154,0.391789938,0.275716241,0.536,0.587819467,0.446858688,0.530949208,0.858423449,0.835468841,-14.5416,-14.5358,85.6,417.4,84.288,415.3462
0,0.694404935,0.394194972,0.291600296,0.539333333,0.590900852,0.451802295,0.530949208,0.858423449,0.835468841,-14.5456,-14.5104,84.8,411.4,84.32,414.4158
