date,PERIOD,P,I,N,A,IBP,D10,D30,D50,D70,D90,FBP,DEN,DS,FEED,DS_RATIO,COT,CIT,CIP,COP,H2,CH4,C2H4,C2H6,C3H6,C3H8
2019/9/6 23:00,0.006770833,37.50997448,39.23636424,17.56000481,5.683627073,37.08116239,63.1321544,83.31372846,104.4804171,128.8800387,175.8472557,212.7771159,713.1069529,20.44535646,38355.42303,0.533049953,822.9064342,597.0623428,190.4631635,45.4815868,13.34107377,27.98681647,31.49318643,3.573292037,11.28996833,0.31811427
2019/9/7 0:00,0.007291667,37.50193043,39.20931422,17.61192805,5.666828299,37.0923762,63.1521197,83.38341611,104.5323358,128.9123332,176.0362801,212.7645803,713.1291595,20.44518386,38355.56049,0.533043543,823.6112967,597.0437451,190.4256798,45.46019647,13.42994257,28.11580107,31.57196119,3.562844856,11.22747569,0.315642342
2019/9/7 1:00,0.0078125,37.49521802,39.19254672,17.65883602,5.643399914,37.08371086,63.14940993,83.42744001,104.5555444,128.8932304,176.0833041,212.7193771,713.138915,20.44525651,38370.20766,0.532841956,823.8551328,597.2717325,190.4520885,45.35996875,13.39598315,28.12121618,31.5528085,3.553765002,11.20772163,0.313919836
2019/9/7 2:00,0.008333333,37.48869178,39.17910322,17.68820693,5.633999165,37.07174797,63.15455062,83.456648,104.5603549,128.8731082,176.0588252,212.6694463,713.1422129,20.46445258,38362.11726,0.533454722,824.1668723,597.3130618,190.4264456,45.2427792,13.34997659,28.10903594,31.55277664,3.563158741,11.19432431,0.313430338
2019/9/7 3:00,0.008854167,37.48118795,39.16674665,17.71603705,5.626028975,37.04062125,63.13565718,83.42467842,104.5068731,128.8110224,175.8313759,212.6269206,713.1244731,20.46495246,38358.56039,0.533517219,824.3432889,597.6431817,190.6178259,45.30388723,13.41470369,28.15302707,31.57176834,3.556390386,11.16732867,0.312972237
2019/9/7 4:00,0.009375,37.46160526,39.16342767,17.72381535,5.641152994,37.01631641,63.12135391,83.36260974,104.4439757,128.75948,175.4710907,212.5721652,713.1011037,20.4914313,38355.86413,0.53424507,824.6357394,597.7036496,190.5555816,45.4647928,13.40601871,28.19426354,31.58258338,3.559981864,11.15781293,0.312514136
2019/9/7 5:00,0.009895833,37.45098712,39.16047548,17.72986879,5.648667439,37.00236556,63.10985037,83.31635246,104.4022298,128.7218417,175.2366974,212.5226346,713.0839813,20.48136554,38358.93027,0.533939956,824.6134415,597.6644174,190.5405178,45.23430712,13.36476188,28.17712762,31.56903529,3.554401731,11.14859493,0.312056035
2019/9/7 6:00,0.010416667,37.45101267,39.16991164,17.71638759,5.652688503,36.99795208,63.11166617,83.2908432,104.3842237,128.7134834,175.1512118,212.5083504,713.076181,20.49284238,38354.06474,0.534306925,824.693516,597.4569054,190.2153646,44.9140583,13.40470179,28.21354329,31.60966815,3.555638271,11.15737348,0.312991334
2019/9/7 7:00,0.0109375,37.45104071,39.16456439,17.72778009,5.646614536,37.00112718,63.11990401,83.30474663,104.3945827,128.7284269,175.1645854,212.5061869,713.0817841,20.47455062,38353.25405,0.53384129,824.9959715,597.9112097,190.3735865,44.99139266,13.38713804,28.19658485,31.5854868,3.559930382,11.13445301,0.313589275
2019/9/7 8:00,0.011458333,37.44782333,39.15296841,17.73863945,5.650569312,37.0171641,63.13892142,83.3505525,104.4404719,128.7798088,175.3661789,212.5219256,713.1012217,20.47721186,38358.74732,0.533834218,825.0961636,597.4928611,190.3334676,45.05034732,13.39202342,28.24758318,31.61672054,3.564980977,11.13987097,0.313726444
