date,ov1,ov2,ov3,ov4,ov5,ov6,ov7,ov8,ov9,sv6
0,0.646376518,0.41392943,0.331994705,0.503,0.64183433,0.580000592,0.530293415,0.822140011,0.799796156,403.2634
0,0.670292121,0.41392943,0.331579656,0.498333333,0.653797354,0.580720918,0.53054727,0.822140011,0.799796156,403.7888
0,0.717599312,0.411129048,0.330760774,0.479666667,0.66376654,0.581559654,0.530028982,0.822140011,0.799796156,405.9138
0,0.770279484,0.408328666,0.329111794,0.451666667,0.674098242,0.612523805,0.530801125,0.822140011,0.799796156,406.664
0,0.747674324,0.407109676,0.317198753,0.437666667,0.657422512,0.631321354,0.53093863,0.822140011,0.799796156,408.3196
0,0.731424174,0.409910058,0.307607745,0.43,0.630777597,0.642165714,0.531329991,0.822140011,0.799796156,409.3854
0,0.707049754,0.409481765,0.297063245,0.437,0.603407649,0.65060241,0.530949208,0.822140011,0.799796156,410.114
0,0.677957575,0.410667809,0.287068405,0.451666667,0.576400218,0.659759431,0.531594424,0.822140011,0.799796156,410.6132
0,0.634188905,0.413072843,0.278991766,0.461333333,0.548849012,0.657588585,0.531467496,0.822140011,0.799796156,411.234
0,0.639824297,0.413501137,0.279272205,0.448666667,0.548667754,0.652891665,0.531467496,0.822140011,0.799796156,411.6832
0,0.65856413,0.413105789,0.279687255,0.433333333,0.547580207,0.64915189,0.531329991,0.822140011,0.799796156,412.6026
0,0.669178888,0.412315092,0.280921185,0.416,0.547580207,0.64445497,0.531583846,0.822140011,0.799796156,413.7202
0,0.677959185,0.414720127,0.281874677,0.399666667,0.548486496,0.639274543,0.531456919,0.822140011,0.799796156,415.267
0,0.689229164,0.414720127,0.281740067,0.385666667,0.54993656,0.636511649,0.531837702,0.822140011,0.799796156,417.138
0,0.697550645,0.414720127,0.282558948,0.380666667,0.547580207,0.637231975,0.531192486,0.822140011,0.799796156,419.8822
0,0.696174196,0.416334464,0.28337783,0.382666667,0.549211528,0.636511649,0.530684775,0.822140011,0.799796156,421.463
0,0.709999863,0.419134847,0.284746371,0.384,0.539061084,0.622776117,0.53043092,0.822140011,0.799796156,422.7416
0,0.717010095,0.421968174,0.286664573,0.382333333,0.52800435,0.608320259,0.530557847,0.822140011,0.799796156,423.4246
0,0.712029924,0.424373209,0.288033114,0.379333333,0.517128874,0.592897388,0.530050136,0.822140011,0.799796156,423.4942
0,0.718582145,0.427568939,0.288986606,0.365333333,0.510059815,0.577592927,0.530557847,0.822140011,0.799796156,422.2122
0,0.729918129,0.431192963,0.290355148,0.344666667,0.499184339,0.562416743,0.531203063,0.822140011,0.799796156,421.3724
0,0.731490179,0.438441011,0.292138739,0.336666667,0.490483959,0.560847814,0.530811703,0.822140011,0.799796156,420.1456
0,0.727690053,0.440846045,0.293641891,0.331666667,0.479970999,0.560847814,0.530166487,0.822140011,0.799796156,418.9974
0,0.688704343,0.444865417,0.296513584,0.33,0.472358166,0.561203043,0.530293415,0.822140011,0.799796156,417.8678
0,0.643100408,0.452113465,0.301168869,0.339,0.462932753,0.570123245,0.530557847,0.822140011,0.799796156,416.8596
0,0.604245098,0.446875103,0.298431786,0.352,0.489577669,0.599400057,0.530811703,0.822140011,0.799796156,416.2426
0,0.589174992,0.432411953,0.292542571,0.358,0.526010513,0.619884945,0.531710774,0.822140011,0.799796156,416.2592
0,0.59349994,0.41956314,0.285969084,0.371,0.563530904,0.638435807,0.531975207,0.822140011,0.799796156,416.3076
0,0.638906665,0.406714328,0.278711327,0.396333333,0.598513685,0.657835272,0.531975207,0.822140011,0.799796156,416.469
0,0.681758506,0.391032188,0.270915128,0.429666667,0.634402755,0.670238694,0.532102135,0.822140011,0.799796156,416.5644
0,0.710064258,0.38622212,0.270230857,0.467333333,0.635490303,0.661318493,0.531975207,0.829396699,0.806930693,416.4482
0,0.701415167,0.38622212,0.270915128,0.496666667,0.636215334,0.652161471,0.531594424,0.836653386,0.81406523,415.9026
0,0.686737872,0.387803512,0.271195567,0.488333333,0.634221497,0.644326693,0.532102135,0.843910074,0.821199767,415.3788
0,0.671078549,0.388594208,0.272025666,0.464666667,0.633677723,0.635653178,0.531975207,0.851166762,0.828334304,415.0064
0,0.657777703,0.388989556,0.271879838,0.433333333,0.633496465,0.623368166,0.532102135,0.858423449,0.835468841,414.5792
0,0.656270853,0.389780252,0.271879838,0.401,0.632590176,0.612040299,0.531975207,0.858423449,0.835468841,414.4008
0,0.651750304,0.388165914,0.270376685,0.376,0.638934203,0.621799236,0.531975207,0.858423449,0.835468841,414.4914
0,0.653519564,0.386584522,0.269411976,0.379666667,0.650353453,0.631084535,0.53082228,0.858423449,0.835468841,414.725
0,0.665641172,0.385793826,0.268862316,0.390333333,0.660141381,0.637587204,0.530949208,0.858423449,0.835468841,414.8748
0,0.681235295,0.384607782,0.268458484,0.4,0.670654341,0.645777212,0.530695352,0.858423449,0.835468841,415.7686
0,0.689753181,0.382993444,0.267089942,0.407666667,0.682073591,0.657470176,0.53043092,0.858423449,0.835468841,416.7216
0,0.708492209,0.382993444,0.266259843,0.420666667,0.68297988,0.656986669,0.530557847,0.858423449,0.835468841,417.8282
0,0.720941427,0.382169802,0.266944114,0.444666667,0.682073591,0.657105079,0.531329991,0.858423449,0.835468841,418.9458
0,0.728738086,0.382169802,0.266944114,0.466333333,0.681167301,0.660598167,0.53093863,0.858423449,0.835468841,420.123
0,0.732734618,0.382169802,0.265575573,0.470333333,0.682254849,0.663736025,0.53093863,0.858423449,0.835468841,420.748
0,0.731096563,0.380983758,0.265440962,0.448333333,0.680804785,0.662285506,0.530293415,0.858423449,0.835468841,421.4948
0,0.74459462,0.380983758,0.266125233,0.417666667,0.680623527,0.662650602,0.530293415,0.858423449,0.835468841,422.2278
0,0.750819229,0.382993444,0.265990622,0.375666667,0.682254849,0.662769012,0.530293415,0.858423449,0.835468841,422.7978
0,0.740270476,0.382169802,0.265990622,0.331333333,0.683161138,0.662897289,0.530293415,0.858423449,0.835468841,423.2538
0,0.730376946,0.381741508,0.265844794,0.304666667,0.681167301,0.663252519,0.530028982,0.858423449,0.835468841,423.7098
0,0.728018469,0.376107798,0.260090189,0.302,0.681711075,0.664337941,0.530801125,0.858423449,0.835468841,423.983
0,0.721138637,0.369255098,0.253382092,0.298333333,0.681529817,0.654579004,0.53054727,0.858423449,0.835468841,422.807
0,0.709475847,0.357196982,0.24078478,0.292666667,0.682798622,0.638800904,0.531192486,0.858423449,0.835468841,421.2354
0,0.69440574,0.349553586,0.226673098,0.29,0.682436107,0.622657707,0.531710774,0.858423449,0.835468841,421.0764
0,0.682939355,0.334266794,0.213256904,0.297333333,0.681348559,0.602182687,0.532229062,0.858423449,0.835468841,420.5196
0,0.668130854,0.328237736,0.205169049,0.311333333,0.681348559,0.582783221,0.53274735,0.858423449,0.835468841,420.0074
0,0.645983706,0.325437354,0.199964104,0.328,0.681167301,0.571692174,0.533646422,0.858423449,0.835468841,420.7604
0,0.637334615,0.328237736,0.201198035,0.348,0.670291825,0.55530229,0.532609845,0.858423449,0.835468841,421.7568
0,0.650701466,0.329852074,0.203531286,0.372666667,0.661410187,0.542287084,0.53235599,0.858423449,0.835468841,421.0834
0,0.655812037,0.33749547,0.2075023,0.395,0.653434838,0.532883376,0.53235599,0.858423449,0.835468841,420.7076
0,0.657843708,0.343919876,0.212438023,0.416666667,0.64364691,0.5226508,0.531710774,0.858423449,0.835468841,420.3434
0,0.669179693,0.351167924,0.217373746,0.441333333,0.634765271,0.513493779,0.53093863,0.858423449,0.835468841,420.0456
0,0.67802519,0.357196982,0.220929711,0.455666667,0.634765271,0.514816021,0.531203063,0.858423449,0.835468841,419.91
0,0.665248361,0.359602016,0.223666794,0.464333333,0.635127787,0.51180644,0.531329991,0.858423449,0.835468841,419.3352
0,0.662168656,0.362435344,0.225450385,0.470666667,0.635490303,0.506507603,0.531203063,0.858423449,0.835468841,418.4988
0,0.664134322,0.364840378,0.226000045,0.472666667,0.635671561,0.501682405,0.531467496,0.858423449,0.835468841,417.5912
0,0.652929543,0.364016736,0.225169946,0.473,0.637121624,0.497587401,0.531467496,0.858423449,0.835468841,416.495
0,0.645000873,0.361216354,0.224351065,0.481,0.635852819,0.493492397,0.531203063,0.858423449,0.835468841,415.2656
0,0.652273516,0.362435344,0.225169946,0.492,0.627333696,0.479875275,0.530684775,0.858423449,0.835468841,414.8108
0,0.654173982,0.366454716,0.227907029,0.501333333,0.617908283,0.470363025,0.530557847,0.858423449,0.835468841,414.9576
0,0.651421888,0.372483774,0.231462993,0.501,0.609570419,0.459765351,0.530557847,0.858423449,0.835468841,415.2114
0,0.661971446,0.379336474,0.235445225,0.497333333,0.600870038,0.447835568,0.530039559,0.858423449,0.835468841,415.731
0,0.661971446,0.387375218,0.239416239,0.499666667,0.59017582,0.437711534,0.530303992,0.858423449,0.835468841,416.3694
0,0.670161721,0.389384904,0.239965899,0.506333333,0.59017582,0.437464847,0.531340568,0.858423449,0.835468841,416.7768
0,0.677500368,0.388561262,0.250645009,0.512,0.589269531,0.438185173,0.53082228,0.858423449,0.835468841,416.6124
0,0.687917915,0.387770566,0.262569268,0.522,0.589088273,0.441194754,0.53082228,0.858423449,0.835468841,416.156
0,0.689097154,0.391789938,0.275716241,0.536,0.587819467,0.446858688,0.530949208,0.858423449,0.835468841,415.3462
0,0.694404935,0.394194972,0.291600296,0.539333333,0.590900852,0.451802295,0.530949208,0.858423449,0.835468841,414.4158
0,0.692046458,0.40144302,0.309537164,0.533,0.589269531,0.457347819,0.530557847,0.858423449,0.835468841,413.4978
0,0.69427373,0.40951471,0.315841429,0.523666667,0.59108211,0.461926329,0.530949208,0.858423449,0.835468841,412.9448
0,0.699646711,0.414753072,0.320496713,0.515,0.59017582,0.464935911,0.530949208,0.858423449,0.835468841,412.7742
0,0.71058908,0.417158106,0.324333116,0.502,0.591625884,0.469159192,0.530949208,0.858423449,0.835468841,413.0232
0,0.722775888,0.42200112,0.327485249,0.493,0.589632046,0.474102799,0.531076135,0.858423449,0.835468841,413.9378
0,0.726117198,0.42763483,0.332836022,0.482666667,0.592350915,0.480487059,0.531467496,0.858423449,0.835468841,415.3242
0,0.730769757,0.441702632,0.339959168,0.471333333,0.592169657,0.483131543,0.531329991,0.858423449,0.835468841,417.7772
0,0.727034831,0.449346028,0.343930182,0.463333333,0.594344753,0.486871318,0.531583846,0.858423449,0.835468841,410.9728
0,0.718647345,0.451751062,0.344749063,0.462333333,0.593800979,0.487946873,0.531848279,0.858423449,0.835468841,413.0846
0,0.714388402,0.450532073,0.342830862,0.468,0.593438463,0.487818596,0.532366567,0.858423449,0.835468841,406.0658
0,0.711112292,0.448917735,0.341047271,0.478666667,0.592169657,0.486496354,0.531721351,0.858423449,0.835468841,407.3828
0,0.710718676,0.440055349,0.338444798,0.498666667,0.59108211,0.486861451,0.531721351,0.858423449,0.835468841,407.714
0,0.716354068,0.440450697,0.35035784,0.523666667,0.587456951,0.487581777,0.531076135,0.858423449,0.835468841,417.0754
0,0.721858255,0.442065035,0.364323694,0.539,0.586550662,0.487581777,0.531203063,0.858423449,0.835468841,408.3896
0,0.723234704,0.446512701,0.379803917,0.544666667,0.588725757,0.488065283,0.53093863,0.858423449,0.835468841,416.8328
0,0.730376946,0.452541759,0.392681668,0.546666667,0.587456951,0.48843038,0.53093863,0.858423449,0.835468841,416.5956
0,0.735291111,0.454979738,0.401723016,0.542666667,0.587275693,0.489397393,0.531203063,0.858423449,0.835468841,416.243
0,0.736929166,0.452146411,0.398301662,0.536666667,0.590719594,0.48976249,0.531848279,0.858423449,0.835468841,415.6844
0,0.736077538,0.449346028,0.398716712,0.538666667,0.592169657,0.48952567,0.531456919,0.858423449,0.835468841,424.066
0,0.73653555,0.443712318,0.395833801,0.546,0.592713431,0.489288851,0.530811703,0.858423449,0.835468841,423.6024
0,0.729196902,0.432840246,0.393365939,0.551,0.591988399,0.488805344,0.53093863,0.858423449,0.835468841,422.9378
0,0.719630983,0.424373209,0.39350055,0.554,0.591988399,0.488805344,0.53093863,0.858423449,0.835468841,422.0946
0,0.710981891,0.415939116,0.392681668,0.543666667,0.599601233,0.493502265,0.530684775,0.858423449,0.835468841,421.6552
0,0.706919354,0.409910058,0.387342113,0.518,0.607214066,0.499284608,0.531329991,0.858423449,0.835468841,421.5598
0,0.705281299,0.405890686,0.385838961,0.495,0.615733188,0.504830131,0.531848279,0.858423449,0.835468841,421.7998
0,0.70895022,0.402266662,0.380903237,0.475666667,0.633677723,0.520489822,0.531975207,0.858423449,0.835468841,422.5962
0,0.711308697,0.393437222,0.375698293,0.455666667,0.651622258,0.535784415,0.531065558,0.858423449,0.835468841,423.8054
0,0.707508571,0.390208546,0.371861889,0.446,0.660685155,0.545661763,0.53054727,0.858423449,0.835468841,425.2934
0,0.702398,0.384146542,0.367060777,0.452666667,0.671198115,0.554937193,0.529383766,0.858423449,0.835468841,426.4968
0,0.691586837,0.378084539,0.362405492,0.456,0.678810948,0.562160189,0.529129911,0.858423449,0.835468841,427.5284
0,0.667737238,0.377293842,0.362270881,0.459666667,0.680986043,0.561923369,0.52873855,0.858423449,0.835468841,427.9344
0,0.648408189,0.380489573,0.363370202,0.468333333,0.681711075,0.560966224,0.529521271,0.858423449,0.835468841,427.7448
0,0.64074193,0.381313215,0.364054472,0.477333333,0.680623527,0.559643981,0.530293415,0.858423449,0.835468841,426.8848
0,0.634910132,0.381313215,0.36310098,0.472666667,0.680261011,0.560610994,0.53093863,0.858423449,0.835468841,425.8042
0,0.629799562,0.377722136,0.360913558,0.458333333,0.682798622,0.563985672,0.53093863,0.858423449,0.835468841,424.6028
0,0.664526328,0.367673706,0.349135127,0.447666667,0.680079753,0.573497923,0.531583846,0.858423449,0.835468841,422.0338
0,0.685689839,0.359239614,0.338040967,0.428333333,0.679354722,0.584095596,0.531583846,0.858423449,0.835468841,420.2834
0,0.697156224,0.349586532,0.325163215,0.404333333,0.679173464,0.595295186,0.531329991,0.858423449,0.835468841,418.534
0,0.719302567,0.345995453,0.31762502,0.392333333,0.681711075,0.604817304,0.531076135,0.858423449,0.835468841,416.707
0,0.741907726,0.345171812,0.310367263,0.392,0.679173464,0.613855915,0.53093863,0.858423449,0.835468841,415.1912
0,0.74295576,0.349191184,0.311320755,0.390333333,0.678992206,0.613500686,0.530557847,0.858423449,0.835468841,415.4428
0,0.746101469,0.35241986,0.311724587,0.402333333,0.679898496,0.613017179,0.530684775,0.858423449,0.835468841,415.0964
0,0.751015634,0.35683458,0.31446167,0.431,0.681167301,0.613017179,0.531065558,0.858423449,0.835468841,414.9104
0,0.741908531,0.356010938,0.314192448,0.458666667,0.677179627,0.613135589,0.53093863,0.858423449,0.835468841,415.3124
0,0.721269038,0.357625276,0.314730891,0.465333333,0.679173464,0.613372409,0.531076135,0.858423449,0.835468841,415.6538
0,0.701415972,0.357625276,0.316649092,0.456,0.679898496,0.614092735,0.531203063,0.858423449,0.835468841,415.8656
0,0.68955597,0.362435344,0.318982344,0.442,0.679717238,0.614694651,0.531203063,0.858423449,0.835468841,416.171
0,0.680710473,0.365235726,0.322269087,0.414333333,0.678085916,0.615059748,0.530684775,0.858423449,0.835468841,416.9894
0,0.667474827,0.369650446,0.32665515,0.380333333,0.680442269,0.614813061,0.531456919,0.858423449,0.835468841,417.411
0,0.665771572,0.374065167,0.331456263,0.365,0.678085916,0.613609228,0.531192486,0.858423449,0.835468841,417.8326
0,0.667671233,0.382499259,0.336122765,0.365,0.678085916,0.614092735,0.530801125,0.858423449,0.835468841,418.5988
0,0.664853939,0.383322901,0.335988154,0.362,0.676998369,0.612652083,0.530536693,0.858423449,0.835468841,419.91
0,0.653125143,0.380917866,0.333251071,0.364666667,0.677542142,0.602774735,0.530536693,0.858423449,0.835468841,421.4444
0,0.658301719,0.380917866,0.33188253,0.381333333,0.675185789,0.591930375,0.530536693,0.858423449,0.835468841,423.803
0,0.650176644,0.377293842,0.329964328,0.404,0.675367047,0.582536534,0.530536693,0.858423449,0.835468841,419.6586
0,0.644673262,0.372055481,0.328046127,0.414333333,0.676454595,0.570843571,0.530801125,0.858423449,0.835468841,422.9266
0,0.64729415,0.372055481,0.329134229,0.399666667,0.677542142,0.563729118,0.531065558,0.858423449,0.835468841,425.9204
0,0.655943242,0.374460515,0.331052431,0.382,0.679173464,0.562643695,0.531065558,0.858423449,0.835468841,419.5694
0,0.65057026,0.374460515,0.332140534,0.353333333,0.680623527,0.563857395,0.530674198,0.858423449,0.835468841,421.3784
0,0.665902778,0.376470201,0.333643686,0.317333333,0.680804785,0.563373889,0.53015591,0.858423449,0.835468841,429.833
0,0.662888273,0.378512832,0.332959415,0.293,0.67953598,0.564222492,0.530282837,0.858423449,0.835468841,431.5372
0,0.660594996,0.374888808,0.332555583,0.291666667,0.679717238,0.563146937,0.53066362,0.858423449,0.835468841,433.0762
0,0.658825736,0.375317102,0.335976937,0.289333333,0.679898496,0.564104082,0.530928053,0.858423449,0.835468841,431.8498
0,0.666557195,0.381379106,0.339678729,0.288666667,0.680442269,0.564222492,0.531319414,0.858423449,0.835468841,431.9526
0,0.658759731,0.387012816,0.342146591,0.294666667,0.682617365,0.565189505,0.53235599,0.858423449,0.835468841,431.7398
0,0.649521422,0.389022502,0.345702555,0.302333333,0.683161138,0.565544734,0.531710774,0.858423449,0.835468841,430.2386
